original_text,reframed_text,strategy,original_with_label
"Maaan. Mcguckin can't even teach Seriously, taking up 2 problems from the lesson doesn't clear up everything..",This class is tough but I just have to buckle down and study.,['growth'],"Maaan. Mcguckin can't even teach Seriously, taking up 2 problems from the lesson doesn't clear up everything.. Strategy: ['growth']"
Quick update received help and the IG is back up and running! Gosh new phones are hard!,"I might have trouble with these new phones, but the update really helped!",['optimism'],Quick update received help and the IG is back up and running! Gosh new phones are hard! Strategy: ['optimism']
"Crying is not something I do often, but these past few days its all I have been doing",I've been crying a lot lately which means I'm becoming stronger and stronger.,"['growth', 'neutralizing']","Crying is not something I do often, but these past few days its all I have been doing Strategy: ['growth', 'neutralizing']"
Cannot get over my work load! Going to be floods of tears over the next 3 weeks !!! stressed uni,Next three weeks and then a break!! Thanks uni,"['impermanence', 'neutralizing']","Cannot get over my work load! Going to be floods of tears over the next 3 weeks !!! stressed uni Strategy: ['impermanence', 'neutralizing']"
Huh I'm in need ov some loud but I quit so yea Annoyed Mad Tired,I hope I get a good night's sleep today so that I have a fresh start tomorrow.,"['impermanence', 'optimism']","Huh I'm in need ov some loud but I quit so yea Annoyed Mad Tired Strategy: ['impermanence', 'optimism']"
I'm seriously about to have a mental break down and just quit everything right now FuckItAll Why,"I am upset, but I hope to get over it in the company of my friends.","['neutralizing', 'optimism']","I'm seriously about to have a mental break down and just quit everything right now FuckItAll Why Strategy: ['neutralizing', 'optimism']"
"So I'm a terrible human, the tooth fairy forgot to come to his bedroom last night. Although he didn't put it under his pillow. Quick ninja moves meant I could leave money downstairs but pretty sure I accidentally threw the tooth wrapped in kitchen roll out yesterday","the tooth fairy did not come to his room last night, maybe she will come next time!",['optimism'],"So I'm a terrible human, the tooth fairy forgot to come to his bedroom last night. Although he didn't put it under his pillow. Quick ninja moves meant I could leave money downstairs but pretty sure I accidentally threw the tooth wrapped in kitchen roll out yesterday Strategy: ['optimism']"
You know you need a relaxed day when your mom says you have dark and baggy eyelids,"You know you need a relaxed day when your mom says you have dark and baggy eyelids, but soon I'll get this day, and rest.",['impermanence'],You know you need a relaxed day when your mom says you have dark and baggy eyelids Strategy: ['impermanence']
A tiny SnoCaps almost went down the wrong pipe right after reviewing ForeignBodyAspiration. -__- smartone wantmorechocolate,ForeignBodyAspiration makes me want to be more careful of what I eat.,"['growth', 'neutralizing']","A tiny SnoCaps almost went down the wrong pipe right after reviewing ForeignBodyAspiration. -__- smartone wantmorechocolate Strategy: ['growth', 'neutralizing']"
It's so hard to try to write a paper when youre watching a football game at the same time.,"If I do these two activities separately, it will be easier to accomplish and pay attention to either writing a paper or watching a football game.",['optimism'],It's so hard to try to write a paper when youre watching a football game at the same time. Strategy: ['optimism']
Is it bad for a teenage girl to share a bathroom with 3 grown men? I don't think so,"As long as a girl has a bed to sleep in at night, I don't care who she has to share the room with.",['neutralizing'],Is it bad for a teenage girl to share a bathroom with 3 grown men? I don't think so Strategy: ['neutralizing']
How am I supposed to focus on school when tens of thousands of other things are running through my head..?,"I need to relax and take things slowly, everything will work out in the end! I'm sure of it!","['growth', 'impermanence', 'optimism']","How am I supposed to focus on school when tens of thousands of other things are running through my head..? Strategy: ['growth', 'impermanence', 'optimism']"
Really bummed I couldn't go to Cream bc I was still doing my hw and now I'm late to work. I haven't finished hw either,Even though I missed going to Cream due to having a lot of homework and now being late for work at least I can finish my homework on my break.,"['growth', 'optimism']","Really bummed I couldn't go to Cream bc I was still doing my hw and now I'm late to work. I haven't finished hw either Strategy: ['growth', 'optimism']"
"Grrrr cant sleep thinking about my dance show tomorrow, &cheer tryouts and im really really sore:/","Nothing as normal as getting anxious about new relevant experiences. On the other hand, there's nothing as boring as to get blasé about things you used to love. So I must live this moment.","['growth', 'optimism']","Grrrr cant sleep thinking about my dance show tomorrow, &cheer tryouts and im really really sore:/ Strategy: ['growth', 'optimism']"
All this thinking I've been doing has got my mind tired Looks like I have some decisions to make..,"My mind is tired from thinking so much, but I know that making a few decisions will make everything better.","['impermanence', 'optimism']","All this thinking I've been doing has got my mind tired Looks like I have some decisions to make.. Strategy: ['impermanence', 'optimism']"
"When every CustomerService person I speak to in different companies are rude or behave like total idiots I remind myself to a) breath deeply, then b) I'm probably out myself and extra sensitive, and c) they're probably overwhelmed themselves and I can just be","I'm really mature and patient when dealing with customer service people, I understand how stressed they must be.","['optimism', 'self_affirmation']","When every CustomerService person I speak to in different companies are rude or behave like total idiots I remind myself to a) breath deeply, then b) I'm probably out myself and extra sensitive, and c) they're probably overwhelmed themselves and I can just be Strategy: ['optimism', 'self_affirmation']"
"If I don't kill myself before this day gets over, I'll consider that a minor victory.","This day has been hard but once I'm done with all the work, I will get to relax a bit.","['impermanence', 'optimism']","If I don't kill myself before this day gets over, I'll consider that a minor victory. Strategy: ['impermanence', 'optimism']"
All I wanna do is go for a run to get rid of this stress but I Dont know my neighborhood well enough. lame fuck,I wish I knew this neighborhood well enough to go out for a run and relieve my stress.,"['neutralizing', 'optimism']","All I wanna do is go for a run to get rid of this stress but I Dont know my neighborhood well enough. lame fuck Strategy: ['neutralizing', 'optimism']"
